Unnamed: 0,City,Country,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,AQI_PM2.5,AQI_PM10,AQI_O3,AQI_CO,AQI_SO2,AQI_NO2,Air_Quality,Air_Quality_Category,Year,Month,Day,Monthly_Avg_Temperature,Monthly_Avg_Wind_Speed
9261,Mexico City,Mexico,53.14,111.16,68.36,23.54,9.13,64.11,2.07,12.98,15.25,144.43517587939698,78.79636363636364,,97.3,33.628571428571426,66.29652173913044,144.43517587939698,Poor,2023,6,11,13.43,9.45
9262,New York,USA,141.35,79.77,78.95,23.37,9.42,37.71,31.5,49.9,11.98,195.32718651211803,63.259898989898986,,,33.385714285714286,77.57717391304348,195.32718651211803,Unhealthy,2023,1,5,15.57,10.15
9263,Mexico City,Mexico,15.9,188.79,27.59,46.3,3.35,148.93,13.28,62.52,17.96,58.99141630901288,117.72434343434344,,38.06818181818182,63.94102564102564,26.02830188679245,117.72434343434344,Poor,2023,1,10,14.83,10.6
9264,Cairo,Egypt,146.57,122.63,24.68,24.83,7.21,172.78,37.21,17.74,7.35,198.02244467860908,84.47343434343435,,78.1,35.47142857142857,23.28301886792453,198.02244467860908,Unhealthy,2023,12,26,15.75,9.44
9265,Mumbai,India,89.14,155.04,41.42,6.73,5.77,92.06,25.91,57.65,11.69,168.36944151738672,101.01979797979796,,63.7,9.614285714285716,39.07547169811321,168.36944151738672,Unhealthy,2023,3,22,14.48,10.05
9266,Berlin,Germany,131.45,62.42,27.96,35.89,7.34,134.83,32.47,29.08,7.94,190.21548998946255,54.67252525252525,,79.4,,26.37735849056604,190.21548998946255,Unhealthy,2023,8,28,16.23,10.34
9267,Paris,France,119.05,118.62,41.32,15.63,3.11,106.81,-5.85,22.35,3.95,183.81296101159117,82.48868686868687,,35.340909090909086,22.32857142857143,38.9811320754717,183.81296101159117,Unhealthy,2023,9,9,11.91,9.29
9268,Seoul,South Korea,88.06,135.7,52.08,14.01,9.18,129.85,9.45,14.89,18.02,167.8118018967334,90.94242424242424,,97.8,20.01428571428572,49.13207547169812,167.8118018967334,Unhealthy,2023,12,12,15.45,10.79
9269,Dubai,UAE,7.3,67.44,39.47,17.38,9.74,122.1,4.73,93.95,14.48,30.416666666666668,57.157171717171714,,105.0551724137931,24.82857142857143,37.235849056603776,105.0551724137931,Poor,2023,11,19,13.53,10.59
9270,New York,USA,18.8,25.55,7.79,6.03,1.73,93.02,17.8,77.82,0.61,65.09012875536482,23.65740740740741,,19.65909090909091,8.614285714285716,7.349056603773585,65.09012875536482,Moderate,2023,12,8,15.14,9.77
9271,Moscow,Russia,35.99,25.91,34.99,47.22,8.47,194.01,23.22,90.83,5.45,102.2065326633166,23.99074074074074,,90.7,65.09692307692308,33.009433962264154,102.2065326633166,Poor,2023,4,10,16.75,10.32
9272,London,UK,148.51,130.8,81.81,22.3,1.57,155.11,35.1,58.31,16.7,199.02413066385668,88.51717171717172,,17.84090909090909,31.857142857142858,80.62369565217392,199.02413066385668,Unhealthy,2023,11,4,13.48,9.29
9273,Johannesburg,South Africa,83.69,141.43,50.52,36.01,4.41,16.65,28.78,28.22,10.22,165.5554267650158,93.77848484848484,,,51.0125641025641,47.66037735849057,165.5554267650158,Unhealthy,2023,10,26,12.9,9.66
9274,Los Angeles,USA,62.4,110.45,44.56,13.35,4.66,110.55,15.66,73.93,6.55,154.5626975763962,78.4449494949495,,52.6,19.071428571428573,42.03773584905661,154.5626975763962,Unhealthy,2023,12,2,17.73,9.8
9275,New York,USA,56.41,84.89,64.42,28.41,4.91,65.77,14.9,31.78,13.45,151.46986301369864,65.7940404040404,,55.1,40.58571428571429,62.09956521739131,151.46986301369864,Unhealthy,2023,7,13,12.59,10.39
9276,Johannesburg,South Africa,40.09,164.82,34.4,13.2,5.74,53.7,2.18,37.52,12.09,112.30201005025128,105.86040404040403,,63.400000000000006,18.857142857142858,32.45283018867924,112.30201005025128,Poor,2023,5,11,15.9,10.71
9277,Istanbul,Turkey,66.49,48.37,39.74,17.42,9.14,175.61,5.5,62.89,7.5,156.6744994731296,44.78703703703704,,97.4,24.88571428571429,37.49056603773585,156.6744994731296,Unhealthy,2023,9,12,15.25,11.16
9278,Los Angeles,USA,118.34,142.14,25.08,8.68,0.54,60.71,37.17,68.95,5.69,183.4463645943098,94.12989898989898,,6.136363636363637,12.4,23.660377358490564,183.4463645943098,Unhealthy,2023,3,12,12.11,10.1
9279,London,UK,63.36,148.62,16.0,34.45,7.43,148.53,38.8,79.26,4.81,155.05837723919916,97.33717171717171,,80.3,49.21428571428572,15.09433962264151,155.05837723919916,Unhealthy,2023,8,20,17.35,10.48
9280,Mexico City,Mexico,102.14,124.83,6.94,12.93,2.38,108.91,0.72,53.07,14.41,175.08177028451,85.56232323232322,,27.045454545454543,18.47142857142857,6.547169811320755,175.08177028451,Unhealthy,2023,7,15,19.55,12.09
9281,Sydney,Australia,17.23,183.99,51.57,43.66,8.25,79.39,10.93,28.62,12.27,61.78841201716739,115.34858585858586,,88.5,60.62410256410256,48.65094339622642,115.34858585858586,Poor,2023,3,10,13.57,12.06
9282,Toronto,Canada,94.26,19.62,18.36,23.65,2.63,33.2,20.35,46.19,9.94,171.01306638566913,18.166666666666668,,29.886363636363637,33.785714285714285,17.32075471698113,171.01306638566913,Unhealthy,2023,2,1,16.03,10.92
9283,Madrid,Spain,127.48,111.56,47.41,20.48,2.32,117.98,16.04,63.13,12.8,188.1656480505796,78.99434343434343,,26.36363636363636,29.25714285714286,44.72641509433962,188.1656480505796,Unhealthy,2023,5,1,11.02,9.85
9284,Beijing,China,93.43,19.28,48.08,42.72,4.48,14.95,34.06,89.15,17.3,170.5845100105374,17.851851851851855,,,59.44307692307692,45.35849056603774,170.5845100105374,Unhealthy,2023,1,8,15.22,10.6
9285,Istanbul,Turkey,13.89,60.13,77.73,41.65,0.99,180.88,13.11,85.34,7.95,54.76437768240344,53.53909090909091,,11.25,58.09871794871795,76.27760869565218,76.27760869565218,Moderate,2023,12,8,14.02,9.91
9286,Johannesburg,South Africa,17.83,185.34,99.73,22.66,2.24,120.45,-3.58,60.09,19.7,63.05021459227468,116.01676767676769,,25.454545454545457,32.371428571428574,99.71239130434785,116.01676767676769,Poor,2023,10,20,12.9,9.66
9287,Berlin,Germany,92.58,180.17,59.65,1.08,5.98,170.08,5.01,27.16,6.16,170.14562697576395,113.45787878787878,,65.80000000000001,1.542857142857143,57.01847826086957,170.14562697576395,Unhealthy,2023,7,17,17.99,10.02
9288,Los Angeles,USA,133.62,164.64,22.24,29.69,5.72,44.6,-4.39,52.29,6.46,191.3359325605901,105.77131313131312,,63.2,42.41428571428572,20.98113207547169,191.3359325605901,Unhealthy,2023,1,2,15.53,11.57
9289,Los Angeles,USA,93.84,145.74,75.48,18.56,9.81,29.98,28.39,73.33,14.45,170.79620653319284,95.9117171717172,,106.23793103448276,26.514285714285712,73.8808695652174,170.79620653319284,Unhealthy,2023,12,11,17.73,9.8
9290,Mexico City,Mexico,44.0,36.6,55.42,9.86,3.4,50.24,8.89,36.37,3.68,121.92964824120602,33.88888888888889,,38.63636363636363,14.085714285714284,52.512608695652176,121.92964824120602,Poor,2023,9,20,17.13,9.93
9291,New York,USA,133.04,124.89,68.63,24.91,0.59,100.33,25.17,43.21,16.02,191.03645943098,85.5920202020202,,6.704545454545454,35.58571428571429,66.58413043478261,191.03645943098,Unhealthy,2023,9,7,14.04,10.18
9292,Berlin,Germany,112.08,155.42,64.16,22.45,4.89,123.76,21.42,15.32,1.81,180.2141201264489,101.20787878787878,,54.9,32.07142857142857,61.82260869565217,180.2141201264489,Unhealthy,2023,11,17,13.73,10.82
9293,Mexico City,Mexico,129.72,73.09,27.99,48.13,2.34,126.32,8.78,78.52,7.2,189.3222339304531,59.95363636363636,,26.59090909090909,66.2402564102564,26.40566037735849,189.3222339304531,Unhealthy,2023,5,22,14.2,11.91
9294,Beijing,China,114.81,47.15,22.32,12.5,9.04,84.67,6.87,32.55,14.48,181.6237091675448,43.657407407407405,,96.4,17.857142857142858,21.056603773584907,181.6237091675448,Unhealthy,2023,12,9,13.4,11.58
9295,Johannesburg,South Africa,54.15,194.37,15.16,4.11,8.74,110.36,22.55,28.97,16.86,146.92211055276383,120.48616161616162,,93.4,5.871428571428572,14.30188679245283,146.92211055276383,Poor,2023,9,4,16.13,10.02
9296,Los Angeles,USA,25.28,142.08,56.36,48.76,1.96,173.09,18.17,60.05,12.68,78.71759656652361,94.10020202020203,,22.272727272727277,67.03179487179487,53.51391304347826,94.10020202020203,Moderate,2023,6,4,17.79,9.92
9297,London,UK,131.92,147.67,30.08,31.74,9.04,141.52,11.89,83.17,19.95,190.4581664910432,96.86696969696968,,96.4,45.34285714285714,28.377358490566035,190.4581664910432,Unhealthy,2023,3,26,14.73,9.93
9298,Mumbai,India,21.05,142.08,62.87,41.03,7.14,189.53,-1.17,24.73,6.16,69.82188841201717,94.10020202020203,,77.4,57.31974358974359,60.44847826086957,94.10020202020203,Moderate,2023,9,15,12.59,9.41
9299,Sydney,Australia,51.93,21.75,35.33,45.22,7.68,23.58,6.53,71.17,18.49,141.45577889447236,20.13888888888889,,82.8,62.584102564102565,33.33018867924528,141.45577889447236,Poor,2023,1,23,14.53,9.98
9300,New York,USA,76.03,197.22,21.31,19.5,3.92,99.15,-6.31,33.39,7.62,161.60031612223392,121.89676767676768,,44.54545454545455,27.857142857142858,20.10377358490566,161.60031612223392,Unhealthy,2023,10,24,14.43,10.45
9301,Berlin,Germany,133.07,101.47,99.72,42.69,3.87,124.22,13.95,98.06,5.04,191.05194942044253,74.00030303030303,,43.97727272727273,59.40538461538461,99.7017391304348,191.05194942044253,Unhealthy,2023,11,6,13.73,10.82
9302,Madrid,Spain,106.04,28.7,69.59,19.92,5.95,54.41,11.53,25.08,11.65,177.095468914647,26.574074074074076,,65.5,28.45714285714286,67.60673913043479,177.095468914647,Unhealthy,2023,6,28,17.11,8.79
9303,Moscow,Russia,37.97,159.77,32.21,47.7,3.27,188.09,3.55,62.3,9.62,107.08190954773868,103.36090909090908,,37.15909090909091,65.7,30.38679245283019,107.08190954773868,Poor,2023,2,3,17.85,10.47
9304,Seoul,South Korea,101.07,95.18,9.6,37.19,4.68,55.33,35.84,81.24,14.68,174.52929399367756,70.8870707070707,,52.8,52.4951282051282,9.056603773584904,174.52929399367756,Unhealthy,2023,6,12,18.07,9.89
9305,Mexico City,Mexico,144.96,58.61,93.84,44.64,2.49,67.67,18.54,43.03,3.72,197.19114857744995,52.78676767676768,,28.295454545454547,61.855384615384615,93.43826086956524,197.19114857744995,Unhealthy,2023,8,8,11.58,10.47
9306,Toronto,Canada,128.15,72.59,11.57,44.06,0.77,27.75,25.05,18.84,0.92,188.51159114857745,59.706161616161616,,8.75,61.126666666666665,10.915094339622645,188.51159114857745,Unhealthy,2023,10,25,14.88,11.68
9307,Cairo,Egypt,61.98,48.44,61.92,45.26,3.15,195.86,32.49,70.42,2.96,154.3458377239199,44.85185185185185,,35.79545454545455,62.634358974358975,59.43652173913044,154.3458377239199,Unhealthy,2023,12,27,15.75,9.44
9308,Madrid,Spain,85.18,145.09,22.03,16.87,6.68,57.17,8.99,65.44,4.06,166.32476290832454,95.59,,72.8,24.1,20.78301886792453,166.32476290832454,Unhealthy,2023,6,10,17.11,8.79
9309,Bangkok,Thailand,17.27,78.41,17.37,38.67,7.7,181.24,18.12,96.77,17.26,61.872532188841205,62.58676767676768,,83.0,54.354615384615386,16.38679245283019,83.0,Moderate,2023,6,20,15.75,8.07
9310,New York,USA,30.39,108.6,97.68,43.74,7.65,127.1,18.43,51.94,13.32,89.46394849785409,77.52929292929292,,82.5,60.72461538461539,97.52869565217392,97.52869565217392,Moderate,2023,1,21,15.57,10.15
9311,Madrid,Spain,140.95,25.82,77.36,47.5,9.75,187.46,-7.04,22.16,9.77,195.12065331928343,23.90740740740741,,105.22413793103448,65.44871794871796,75.88347826086957,195.12065331928343,Unhealthy,2023,7,9,13.26,10.9
9312,Istanbul,Turkey,19.96,31.14,44.73,17.11,5.86,102.89,8.85,88.86,18.17,67.52961373390559,28.833333333333336,,64.60000000000001,24.442857142857143,42.198113207547166,67.52961373390559,Moderate,2023,1,24,14.26,10.42
9313,Mexico City,Mexico,33.56,195.05,54.99,41.27,5.78,166.05,38.08,50.75,3.24,96.13047210300432,120.82272727272728,,63.8,57.62128205128205,52.05456521739131,120.82272727272728,Poor,2023,3,13,14.92,10.36
9314,Cairo,Egypt,134.07,132.86,24.36,25.96,4.95,36.48,-9.08,27.72,3.44,191.56828240252895,89.53676767676768,,55.5,37.08571428571429,22.9811320754717,191.56828240252895,Unhealthy,2023,5,9,15.47,12.16
9315,Mumbai,India,60.74,87.76,66.1,46.08,5.47,111.08,4.3,28.97,12.1,153.70558482613276,67.21454545454546,,60.7,63.66461538461538,63.8891304347826,153.70558482613276,Unhealthy,2023,1,23,14.78,10.02
9316,Paris,France,24.0,77.74,96.0,5.36,7.6,29.17,3.1,88.47,3.31,76.02575107296138,62.25515151515151,,82.0,7.6571428571428575,95.7391304347826,95.7391304347826,Moderate,2023,8,20,15.19,8.73
9317,Madrid,Spain,83.41,168.44,34.16,39.15,7.82,49.94,29.59,13.04,3.05,165.4108535300316,107.65212121212122,,84.2,54.95769230769231,32.22641509433962,165.4108535300316,Unhealthy,2023,4,9,15.97,10.94
9318,Seoul,South Korea,21.33,38.21,68.97,14.58,3.56,172.37,34.09,34.62,7.31,70.4107296137339,35.37962962962963,,40.45454545454545,20.82857142857143,66.94630434782609,70.4107296137339,Moderate,2023,12,21,15.45,10.79
9319,Cairo,Egypt,131.73,155.4,88.82,25.38,3.87,76.6,26.4,11.7,5.16,190.3600632244468,101.1979797979798,,43.97727272727273,36.25714285714286,88.09086956521739,190.3600632244468,Unhealthy,2023,10,11,15.61,9.87
9320,London,UK,64.97,49.9,38.0,15.67,8.21,91.86,-5.35,97.32,17.5,155.88967334035829,46.2037037037037,,88.10000000000001,22.38571428571429,35.84905660377358,155.88967334035829,Unhealthy,2023,9,23,18.45,10.68
9321,Istanbul,Turkey,64.59,36.78,37.54,27.83,7.13,87.53,5.55,17.38,19.47,155.69346680716544,34.05555555555556,,77.3,39.75714285714285,35.41509433962264,155.69346680716544,Unhealthy,2023,9,8,15.25,11.16
9322,Toronto,Canada,53.58,43.28,82.29,43.01,0.74,40.97,31.23,77.76,2.24,145.5185929648241,40.07407407407408,,8.409090909090908,59.80743589743589,81.135,145.5185929648241,Poor,2023,2,24,16.03,10.92
9323,Mexico City,Mexico,66.69,130.85,72.03,37.18,8.5,152.64,25.53,26.67,13.28,156.77776606954689,88.54191919191919,,91.0,52.482564102564105,70.2058695652174,156.77776606954689,Unhealthy,2023,4,5,14.16,9.8
9324,Tokyo,Japan,75.26,156.85,96.33,22.22,8.55,37.84,24.48,52.46,0.8,161.2027397260274,101.91565656565656,,91.5,31.74285714285714,96.09065217391304,161.2027397260274,Unhealthy,2023,1,12,13.34,10.8
9325,Dubai,UAE,42.44,178.75,79.09,44.09,3.57,102.08,9.48,31.3,13.91,118.08844221105528,112.7550505050505,,40.56818181818181,61.164358974358976,77.7263043478261,118.08844221105528,Poor,2023,8,17,19.57,10.55
9326,Toronto,Canada,97.04,141.74,79.39,7.5,2.51,187.2,4.59,46.3,12.06,172.44847207586935,93.9319191919192,,28.52272727272727,10.714285714285715,78.0458695652174,172.44847207586935,Unhealthy,2023,2,16,16.03,10.92
9327,Mumbai,India,23.14,135.32,98.21,5.24,0.56,77.69,38.48,29.76,13.21,74.21716738197425,90.75434343434344,,6.363636363636364,7.485714285714286,98.0932608695652,98.0932608695652,Moderate,2023,3,11,14.48,10.05
9328,Mumbai,India,22.43,47.62,66.18,16.36,4.3,162.84,-0.3,72.3,8.65,72.72403433476396,44.09259259259259,,48.86363636363636,23.37142857142857,63.97434782608696,72.72403433476396,Moderate,2023,4,12,12.34,11.76
9329,Beijing,China,7.3,76.03,18.7,32.45,6.58,64.88,20.72,64.77,16.95,30.416666666666668,61.40878787878788,,71.8,46.35714285714286,17.641509433962263,71.8,Moderate,2023,5,10,14.45,9.64
9330,Moscow,Russia,61.12,100.93,81.24,7.21,1.95,85.26,-1.49,59.58,5.7,153.9017913593256,73.7330303030303,,22.159090909090907,10.3,80.01652173913044,153.9017913593256,Unhealthy,2023,10,27,14.92,9.81
9331,Toronto,Canada,121.33,188.22,57.7,24.13,8.53,81.91,25.81,34.25,8.89,184.99020021074816,117.44222222222224,,91.3,34.47142857142857,54.94130434782609,184.99020021074816,Unhealthy,2023,3,16,12.39,10.73
9332,Bangkok,Thailand,41.43,68.92,14.52,19.65,5.66,27.31,34.75,80.65,12.93,115.60150753768843,57.88969696969697,,62.6,28.07142857142857,13.69811320754717,115.60150753768843,Poor,2023,4,1,12.61,11.02
9333,Paris,France,41.85,12.15,47.21,43.13,1.24,12.62,9.73,57.67,16.43,116.6356783919598,11.25,,14.09090909090909,59.95820512820513,44.5377358490566,116.6356783919598,Poor,2023,2,18,15.58,10.26
9334,Mumbai,India,103.98,180.16,71.04,46.74,8.25,135.88,-2.91,92.13,8.27,176.031822971549,113.4529292929293,,88.5,64.49384615384616,69.1513043478261,176.031822971549,Unhealthy,2023,7,19,13.77,11.16
9335,Rio de Janeiro,Brazil,133.44,124.69,8.67,18.09,9.47,93.08,26.03,69.59,12.98,191.24299262381453,85.49303030303031,,,25.84285714285714,8.179245283018869,191.24299262381453,Unhealthy,2023,5,12,16.47,8.77
9336,Moscow,Russia,70.11,44.41,15.23,11.58,1.37,89.03,38.56,14.51,17.06,158.5436248682824,41.12037037037037,,15.568181818181818,16.542857142857144,14.367924528301888,158.5436248682824,Unhealthy,2023,10,3,14.92,9.81
9337,Beijing,China,48.88,74.2,96.65,25.64,5.85,130.48,28.61,68.65,16.74,133.94572864321609,60.50303030303031,,64.5,36.62857142857143,96.43152173913045,133.94572864321609,Poor,2023,2,7,16.0,8.39
9338,Bangkok,Thailand,6.97,59.74,99.85,30.53,7.33,14.77,26.54,25.76,2.6,29.041666666666668,53.34606060606061,,79.3,43.614285714285714,99.84021739130436,99.84021739130436,Moderate,2023,12,5,14.64,11.4
9339,Mumbai,India,15.73,69.31,91.31,43.38,0.21,117.61,-2.85,68.89,4.88,58.63390557939914,58.08272727272728,,2.386363636363636,60.27230769230769,90.74326086956522,90.74326086956522,Moderate,2023,2,24,15.35,8.37
9340,Cairo,Egypt,70.9,140.95,53.2,34.19,2.94,150.88,1.15,34.79,3.37,158.95152792413066,93.54090909090908,,33.40909090909091,48.84285714285714,,158.95152792413066,Unhealthy,2023,9,24,12.59,9.66
9341,Sydney,Australia,11.93,190.3,64.95,43.97,3.83,61.97,-3.49,21.2,10.44,49.708333333333336,118.47171717171716,,43.52272727272727,61.01358974358974,62.66413043478261,118.47171717171716,Poor,2023,12,17,12.67,10.42
9342,Cairo,Egypt,60.89,71.16,81.23,16.75,0.58,136.58,24.37,14.01,3.37,153.7830347734457,58.99838383838384,,6.59090909090909,23.92857142857143,80.0058695652174,153.7830347734457,Unhealthy,2023,5,8,15.47,12.16
9343,Rio de Janeiro,Brazil,32.95,123.48,97.0,37.21,0.94,161.63,25.55,39.4,17.7,94.84763948497854,84.89414141414142,,10.681818181818182,52.52025641025641,96.80434782608695,96.80434782608695,Moderate,2023,7,13,19.26,10.85
9344,Bangkok,Thailand,106.95,72.95,76.9,3.49,5.48,97.76,9.59,60.62,4.54,177.56533192834564,59.88434343434344,,60.8,4.985714285714286,75.39347826086957,177.56533192834564,Unhealthy,2023,4,9,12.61,11.02
9345,New York,USA,80.38,44.69,21.71,2.95,4.65,91.98,25.62,77.37,7.16,163.8463645943098,41.379629629629626,,52.5,4.214285714285714,20.4811320754717,163.8463645943098,Unhealthy,2023,1,13,15.57,10.15
9346,Beijing,China,36.78,160.38,74.85,13.56,0.85,194.34,26.97,40.72,19.67,104.15175879396983,103.66282828282829,,9.659090909090908,19.371428571428574,73.20978260869565,104.15175879396983,Poor,2023,1,24,15.22,10.6
9347,New York,USA,53.61,26.96,10.88,24.8,6.38,62.11,12.96,25.58,6.92,145.5924623115578,24.962962962962965,,69.8,35.42857142857143,10.264150943396228,145.5924623115578,Poor,2023,11,28,13.37,8.96
9348,Tokyo,Japan,139.49,86.53,58.8,47.07,7.1,25.49,10.48,99.38,2.13,194.3668071654373,66.60575757575758,,77.0,64.90846153846154,56.11304347826086,194.3668071654373,Unhealthy,2023,8,12,13.24,9.37
9349,Bangkok,Thailand,14.8,57.29,50.98,44.96,2.03,173.1,-8.86,51.12,7.99,56.67811158798283,52.133434343434345,,23.068181818181817,62.2574358974359,48.09433962264151,62.2574358974359,Moderate,2023,6,27,15.75,8.07
9350,Mexico City,Mexico,42.52,48.97,16.73,2.83,6.08,30.87,26.31,20.92,18.94,118.2854271356784,45.3425925925926,,66.8,4.042857142857143,15.783018867924527,118.2854271356784,Poor,2023,10,11,16.43,9.97
9351,New York,USA,66.59,94.39,38.56,43.95,5.44,196.58,26.85,71.19,11.37,156.72613277133826,70.49606060606061,,60.400000000000006,60.98846153846154,36.37735849056604,156.72613277133826,Unhealthy,2023,6,17,15.78,9.84
9352,Seoul,South Korea,132.19,43.56,60.49,6.42,6.2,152.99,18.19,63.33,1.42,190.5975763962065,40.333333333333336,,68.0,9.17142857142857,57.91326086956522,190.5975763962065,Unhealthy,2023,10,26,16.89,10.33
9353,Madrid,Spain,121.28,43.47,99.31,33.88,7.61,170.87,27.24,12.95,0.88,184.96438356164384,40.25,,82.1,48.400000000000006,99.265,184.96438356164384,Unhealthy,2023,11,27,14.17,10.45
9354,Berlin,Germany,131.66,33.4,70.59,8.24,4.6,29.16,36.92,86.26,16.03,190.32391991570077,30.925925925925924,,52.0,11.771428571428572,68.67195652173913,190.32391991570077,Unhealthy,2023,11,4,13.73,10.82
9355,Los Angeles,USA,22.2,162.94,20.41,33.55,3.64,128.22,15.12,15.85,18.88,72.24034334763948,104.929898989899,,41.36363636363637,47.92857142857142,19.25471698113208,104.929898989899,Poor,2023,5,1,14.24,9.89
9356,Madrid,Spain,133.87,73.91,20.98,15.64,5.57,180.36,35.37,89.03,13.41,191.4650158061117,60.35949494949495,,61.7,22.342857142857145,19.79245283018868,191.4650158061117,Unhealthy,2023,2,11,19.28,9.85
9357,Madrid,Spain,120.01,66.16,24.46,30.38,8.38,81.39,20.61,65.74,0.86,184.3086406743941,56.52363636363636,,89.80000000000001,43.4,23.07547169811321,184.3086406743941,Unhealthy,2023,4,14,15.97,10.94
9358,Johannesburg,South Africa,24.57,80.5,84.16,28.93,6.36,79.56,30.74,83.76,6.19,77.2244635193133,63.621212121212125,,69.6,41.32857142857143,83.12695652173913,83.12695652173913,Moderate,2023,2,13,13.49,10.69
9359,Tokyo,Japan,92.17,133.99,88.77,27.86,3.36,27.94,13.65,59.25,1.73,169.93393045310853,90.0960606060606,,38.18181818181818,39.8,88.03760869565218,169.93393045310853,Unhealthy,2023,12,7,11.62,10.03
9360,Rio de Janeiro,Brazil,132.74,40.94,51.6,18.44,0.35,18.99,31.29,15.31,8.02,190.88155953635408,37.907407407407405,,3.977272727272727,26.342857142857145,48.67924528301887,190.88155953635408,Unhealthy,2023,10,2,19.62,9.68
9361,Beijing,China,91.74,26.01,15.82,8.86,3.33,107.98,18.38,53.52,17.88,169.71190727081137,24.083333333333336,,37.84090909090909,12.657142857142857,14.924528301886792,169.71190727081137,Unhealthy,2023,11,5,17.92,10.24
