,City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Air_Quality,Air_Quality_Category
7640,Berlin,Germany,2023-02-14,95.09,160.33,58.63,5.16,0.71,105.55,25.29,83.97,2.44,171.44162276080084,Unhealthy
7641,Toronto,Canada,2023-10-10,59.91,110.01,10.43,12.5,2.31,179.4,34.35,77.05,14.6,153.27702845100106,Unhealthy
7642,New York,USA,2023-06-09,25.56,152.09,20.04,30.37,0.44,58.91,0.38,30.88,9.84,99.05464646464647,Moderate
7643,Dubai,UAE,2023-12-23,83.41,45.04,60.09,43.82,0.42,173.56,33.95,31.5,9.06,165.4108535300316,Unhealthy
7644,London,UK,2023-09-01,118.79,24.92,25.62,18.19,7.92,40.73,12.34,53.09,16.41,183.6787144362487,Unhealthy
7645,Sydney,Australia,2023-09-23,60.86,167.56,63.79,11.44,2.54,22.18,5.38,22.52,5.8,153.76754478398314,Unhealthy
7646,Moscow,Russia,2023-10-04,127.49,156.68,84.44,18.12,3.87,34.33,31.27,28.41,4.53,188.17081138040044,Unhealthy
7647,Mumbai,India,2023-12-22,144.79,32.63,28.48,20.95,8.76,168.91,6.22,59.95,2.36,197.10337197049526,Unhealthy
7648,Toronto,Canada,2023-08-28,40.46,140.87,37.25,32.64,9.31,63.54,10.31,41.51,7.27,113.21306532663317,Poor
7649,Paris,France,2023-11-15,92.96,192.81,28.93,30.31,2.85,37.45,21.59,13.0,8.08,170.3418335089568,Unhealthy
7650,Dubai,UAE,2023-12-27,91.84,59.63,95.69,11.46,1.24,94.03,-5.45,96.5,4.11,169.76354056902002,Unhealthy
7651,Tokyo,Japan,2023-08-24,96.33,165.98,76.08,40.75,0.26,99.8,27.89,18.63,6.65,172.081875658588,Unhealthy
7652,Istanbul,Turkey,2023-06-12,116.85,68.91,75.59,25.86,9.29,150.57,39.43,22.09,19.44,182.67702845100106,Unhealthy
7653,London,UK,2023-08-19,128.78,182.58,32.45,12.47,5.38,154.67,-7.05,98.16,4.38,188.83688092729187,Unhealthy
7654,New York,USA,2023-03-01,50.3,65.26,21.05,35.09,8.07,162.33,-7.66,30.37,19.37,137.44221105527637,Poor
7655,Tokyo,Japan,2023-06-03,58.61,157.57,52.93,33.33,5.44,109.5,14.69,71.61,6.1,152.60579557428872,Unhealthy
7656,Cairo,Egypt,2023-11-04,33.48,39.26,12.09,18.41,1.21,57.2,2.49,28.96,9.72,95.96223175965665,Moderate
7657,Tokyo,Japan,2023-10-12,136.77,123.39,52.69,25.44,3.44,17.1,19.87,67.97,10.94,192.96238145416228,Unhealthy
7658,Johannesburg,South Africa,2023-09-18,39.66,143.92,96.69,38.72,8.32,152.94,-7.31,69.29,12.07,111.24321608040201,Poor
7659,Mexico City,Mexico,2023-10-24,148.2,187.68,61.57,19.75,5.39,75.41,17.37,86.38,1.32,198.8640674394099,Unhealthy
7660,Mumbai,India,2023-05-26,84.92,168.86,78.67,41.77,5.43,184.99,-2.17,75.84,4.1,166.1905163329821,Unhealthy
7661,London,UK,2023-09-02,36.34,165.77,45.78,22.4,1.89,117.15,36.05,91.17,7.46,106.33060606060607,Poor
7662,Dubai,UAE,2023-04-12,75.54,72.32,17.08,38.89,4.74,36.13,-2.8,91.46,7.58,161.3473129610116,Unhealthy
7663,Rio de Janeiro,Brazil,2023-05-15,121.08,57.85,26.33,25.67,8.23,180.9,29.5,46.87,3.06,184.86111696522656,Unhealthy
7664,Moscow,Russia,2023-02-07,93.66,80.79,16.68,2.93,9.31,118.86,26.25,58.03,5.25,170.70326659641728,Unhealthy
7665,Sydney,Australia,2023-02-22,10.29,40.97,15.43,39.62,2.29,172.31,8.17,33.53,14.26,55.548205128205126,Moderate
7666,Sydney,Australia,2023-08-04,67.21,80.39,50.2,13.16,6.93,143.69,10.86,11.97,7.47,157.04625922023183,Unhealthy
7667,Berlin,Germany,2023-08-11,141.06,80.32,5.12,23.65,5.92,96.42,31.58,17.56,10.13,195.17744994731297,Unhealthy
7668,Cairo,Egypt,2023-12-20,58.22,121.92,79.72,10.13,2.48,31.32,34.23,52.13,15.42,152.40442571127502,Unhealthy
7669,Madrid,Spain,2023-03-02,40.88,117.47,45.5,46.16,0.48,192.81,20.2,95.66,16.44,114.24723618090454,Poor
7670,Los Angeles,USA,2023-05-03,8.9,90.65,43.8,12.27,2.07,111.19,32.88,19.14,17.92,68.6449494949495,Moderate
7671,Dubai,UAE,2023-10-22,99.85,191.89,79.32,40.41,4.89,93.2,32.19,89.29,11.67,173.89936775553213,Unhealthy
7672,London,UK,2023-03-26,22.18,193.95,35.89,5.2,2.09,136.19,-1.61,72.73,4.93,120.27828282828283,Poor
7673,Madrid,Spain,2023-06-01,93.72,128.12,55.34,47.44,5.69,157.6,19.14,45.46,15.46,170.73424657534247,Unhealthy
7674,Cairo,Egypt,2023-05-24,56.92,189.8,71.15,2.38,6.24,193.98,27.23,76.28,12.16,151.7331928345627,Unhealthy
7675,Los Angeles,USA,2023-11-17,64.66,21.09,95.22,34.39,8.55,159.61,10.06,39.14,9.55,155.7296101159115,Unhealthy
7676,New York,USA,2023-03-15,40.28,128.2,47.59,39.04,6.57,71.86,18.95,78.42,18.12,112.76984924623116,Poor
7677,Cairo,Egypt,2023-11-01,21.96,11.84,78.78,44.93,3.95,112.18,-3.31,80.48,17.16,77.39608695652174,Moderate
7678,Sydney,Australia,2023-05-24,77.47,124.45,60.29,36.62,5.04,148.75,12.3,77.27,4.71,162.34383561643835,Unhealthy
7679,Cairo,Egypt,2023-07-14,68.76,138.67,91.42,29.23,2.12,53.33,7.33,44.6,2.53,157.84657534246577,Unhealthy
7680,Cairo,Egypt,2023-01-18,71.23,85.12,91.45,26.47,7.47,44.24,32.58,65.01,5.94,159.12191780821917,Unhealthy
7681,Mexico City,Mexico,2023-07-07,61.3,39.33,22.49,17.99,7.43,154.89,37.37,96.69,5.6,153.99473129610115,Unhealthy
7682,Mexico City,Mexico,2023-12-22,27.23,49.13,21.48,5.43,6.38,66.1,-1.14,69.54,15.46,82.81845493562233,Moderate
7683,Bangkok,Thailand,2023-10-08,60.3,61.08,68.2,3.43,7.62,78.39,0.06,28.52,5.74,153.47839831401475,Unhealthy
7684,Beijing,China,2023-09-12,120.46,82.61,29.98,5.28,4.71,47.56,-3.33,31.34,11.63,184.54099051633298,Unhealthy
7685,New York,USA,2023-09-16,56.63,114.15,31.4,24.34,8.52,22.85,29.82,56.26,4.81,151.58345626975765,Unhealthy
7686,Mumbai,India,2023-08-12,134.02,144.91,7.72,11.42,3.58,76.69,1.0,65.9,17.05,191.54246575342466,Unhealthy
7687,Toronto,Canada,2023-09-02,43.52,113.65,52.71,24.22,5.26,189.56,34.08,89.48,10.07,120.74773869346734,Poor
7688,Johannesburg,South Africa,2023-04-06,98.67,161.25,18.32,42.51,2.16,139.59,39.65,45.63,7.6,173.2900948366702,Unhealthy
7689,Mexico City,Mexico,2023-11-11,103.31,11.43,29.76,10.3,1.42,44.55,14.68,89.43,12.77,175.6858798735511,Unhealthy
7690,Paris,France,2023-06-07,92.76,46.46,97.99,33.79,0.57,10.93,11.93,76.74,17.45,170.2385669125395,Unhealthy
7691,Mexico City,Mexico,2023-01-20,40.97,198.17,75.05,9.67,5.6,104.52,3.96,33.54,18.33,122.36696969696969,Poor
7692,Los Angeles,USA,2023-06-07,14.28,87.04,42.08,14.0,3.18,90.25,13.07,16.03,16.82,66.85818181818182,Moderate
7693,Madrid,Spain,2023-09-08,126.22,150.28,55.44,41.54,2.15,123.0,38.73,17.71,15.84,187.5150684931507,Unhealthy
7694,Toronto,Canada,2023-06-11,101.49,85.68,86.71,31.48,3.07,77.73,8.94,20.52,16.21,174.74615384615385,Unhealthy
7695,Seoul,South Korea,2023-07-05,30.54,180.73,5.58,18.46,6.39,197.8,-5.3,19.3,13.68,113.7350505050505,Poor
7696,Tokyo,Japan,2023-07-16,68.05,87.69,11.85,47.24,2.89,81.75,38.98,27.29,3.69,157.4799789251844,Unhealthy
7697,Tokyo,Japan,2023-11-21,133.79,128.98,20.63,43.09,8.82,189.29,33.89,95.3,7.74,191.42370916754479,Unhealthy
7698,Bangkok,Thailand,2023-06-14,25.57,101.16,48.68,36.51,7.41,35.26,21.49,39.47,13.6,80.1,Moderate
7699,Dubai,UAE,2023-05-19,101.89,91.57,71.95,17.04,8.24,103.88,-9.17,17.49,12.94,174.95268703898842,Unhealthy
7700,London,UK,2023-02-02,47.98,64.91,60.44,21.92,0.67,117.18,-1.39,48.29,17.69,131.72964824120604,Poor
7701,Madrid,Spain,2023-03-14,36.31,194.46,84.01,41.46,2.05,167.97,-4.44,89.32,8.98,120.53070707070708,Poor
7702,Cairo,Egypt,2023-04-07,40.89,168.4,68.74,33.2,6.22,82.22,28.91,22.77,16.73,114.27185929648242,Poor
7703,Paris,France,2023-06-08,35.81,186.42,14.58,14.8,2.86,177.17,23.46,10.95,6.4,116.55131313131312,Poor
7704,Tokyo,Japan,2023-02-02,25.58,30.69,58.43,26.5,9.8,144.52,2.37,57.44,7.82,106.0689655172414,Poor
7705,New York,USA,2023-12-28,58.93,148.1,9.85,20.75,3.01,111.07,0.53,67.77,2.53,152.77102212855638,Unhealthy
7706,Johannesburg,South Africa,2023-07-16,121.41,199.85,39.34,6.33,6.56,180.85,-7.85,16.65,19.63,185.03150684931506,Unhealthy
7707,Istanbul,Turkey,2023-02-20,136.8,79.67,95.66,43.06,7.59,66.31,22.92,20.95,12.07,192.97787144362488,Unhealthy
7708,Los Angeles,USA,2023-09-25,61.35,36.05,51.56,16.61,9.17,111.79,9.75,74.76,12.08,154.0205479452055,Unhealthy
7709,Madrid,Spain,2023-11-18,87.63,148.1,75.18,7.05,8.77,59.71,2.14,78.95,4.23,167.58977871443625,Unhealthy
7710,Beijing,China,2023-06-07,92.19,10.76,79.4,10.14,8.44,147.44,4.79,29.47,3.17,169.94425711275028,Unhealthy
7711,Sydney,Australia,2023-09-10,50.95,97.7,19.47,45.03,5.1,73.55,-7.16,89.14,2.09,139.0427135678392,Poor
7712,Cairo,Egypt,2023-07-25,91.25,68.99,81.38,13.92,2.23,137.03,23.44,16.26,9.42,169.45890410958904,Unhealthy
7713,Moscow,Russia,2023-02-08,31.1,161.67,83.19,4.45,0.56,129.7,35.8,73.37,18.84,104.30131313131312,Poor
7714,Cairo,Egypt,2023-10-28,13.86,186.83,82.48,2.05,5.42,131.34,16.28,81.79,12.15,116.75424242424243,Poor
7715,Sydney,Australia,2023-10-14,107.56,114.79,24.34,29.22,2.83,165.16,36.75,11.68,12.16,177.88029504741834,Unhealthy
7716,Seoul,South Korea,2023-04-10,35.5,55.18,89.43,11.31,2.67,166.88,12.22,47.75,15.15,101.0,Poor
7717,Tokyo,Japan,2023-03-02,138.69,191.25,85.5,45.59,2.43,121.57,6.33,19.26,16.66,193.95374077976817,Unhealthy
7718,Paris,France,2023-10-14,23.53,140.96,11.06,39.58,8.02,85.38,-5.46,55.52,14.51,93.54585858585858,Moderate
7719,Berlin,Germany,2023-11-01,145.66,34.81,44.97,17.27,8.03,179.67,1.81,89.06,13.59,197.55258166491043,Unhealthy
7720,Toronto,Canada,2023-07-06,133.34,128.79,5.16,7.88,1.68,113.99,9.42,47.76,13.61,191.1913593256059,Unhealthy
7721,Los Angeles,USA,2023-04-26,121.27,53.16,71.65,27.4,8.89,122.09,18.5,65.46,8.9,184.95922023182297,Unhealthy
7722,Rio de Janeiro,Brazil,2023-01-01,52.43,76.8,46.99,13.02,8.41,184.43,20.31,63.21,0.71,142.68693467336684,Poor
7723,Mexico City,Mexico,2023-06-07,27.66,102.25,5.3,19.53,5.41,21.27,0.19,91.37,4.26,83.72274678111589,Moderate
7724,Sydney,Australia,2023-02-01,99.52,148.96,84.36,35.77,9.47,144.54,19.39,92.47,7.99,173.72897787144362,Unhealthy
7725,Bangkok,Thailand,2023-01-25,121.4,159.7,97.66,27.71,6.92,143.9,25.39,65.61,15.68,185.02634351949422,Unhealthy
7726,Los Angeles,USA,2023-06-14,20.06,17.1,48.19,8.68,4.3,38.99,38.78,82.38,11.85,67.73991416309013,Moderate
7727,Bangkok,Thailand,2023-03-03,52.63,29.78,44.67,29.12,3.61,131.89,39.08,27.47,7.25,143.17939698492464,Poor
7728,Los Angeles,USA,2023-10-04,51.74,184.15,12.67,32.41,8.85,78.5,36.89,93.42,11.83,140.98793969849248,Poor
7729,Toronto,Canada,2023-08-27,106.88,191.9,67.29,40.05,8.06,198.43,32.62,94.17,2.49,177.52918861959958,Unhealthy
7730,Toronto,Canada,2023-11-09,21.49,184.87,31.94,32.43,3.84,149.04,-0.39,11.58,5.23,115.78414141414142,Poor
7731,Moscow,Russia,2023-06-08,31.57,115.58,53.55,43.81,2.4,161.86,-2.56,91.31,1.73,91.94549356223176,Moderate
7732,Paris,France,2023-09-24,39.54,83.37,57.12,28.64,1.44,53.3,35.49,20.31,2.0,110.94773869346733,Poor
7733,Johannesburg,South Africa,2023-07-06,50.64,68.54,70.65,15.46,8.63,29.33,1.01,69.07,7.15,138.27939698492463,Poor
7734,Tokyo,Japan,2023-12-06,110.08,30.48,39.68,13.7,4.93,12.28,-0.42,95.49,2.15,179.18145416227608,Unhealthy
7735,Berlin,Germany,2023-08-25,103.46,103.63,59.79,2.46,7.29,194.69,22.26,55.13,7.91,175.76332982086407,Unhealthy
7736,Istanbul,Turkey,2023-11-07,20.27,134.05,69.54,12.07,2.15,77.73,32.39,20.33,11.03,90.12575757575758,Moderate
7737,Toronto,Canada,2023-12-09,52.38,117.28,95.54,27.17,8.44,177.27,24.42,43.4,13.45,142.5638190954774,Poor
7738,New York,USA,2023-08-23,100.2,77.13,43.31,7.18,4.27,189.89,7.88,38.58,17.26,174.08008429926238,Unhealthy
7739,Istanbul,Turkey,2023-05-19,15.43,112.91,88.23,4.81,4.36,184.59,28.11,76.12,13.84,87.46239130434783,Moderate
7740,Johannesburg,South Africa,2023-08-19,44.79,59.69,35.12,29.68,0.66,53.59,26.18,16.8,16.45,123.87487437185929,Poor
7741,Johannesburg,South Africa,2023-04-17,16.81,36.87,28.5,25.47,3.27,140.78,21.29,78.78,6.16,60.905150214592275,Moderate
7742,Mumbai,India,2023-07-21,22.62,19.33,6.76,14.32,9.24,63.03,25.44,37.9,9.44,98.4,Moderate
7743,Sydney,Australia,2023-07-07,38.89,148.98,94.1,35.08,8.55,151.68,-7.62,12.88,7.68,109.34723618090453,Poor
7744,Toronto,Canada,2023-03-28,12.34,195.55,62.09,20.38,2.02,130.47,30.03,32.61,19.79,121.07020202020203,Poor
7745,Sydney,Australia,2023-05-16,62.38,11.74,28.88,48.46,9.83,101.99,0.2,64.65,19.22,154.55237091675448,Unhealthy
7746,Los Angeles,USA,2023-07-13,100.86,83.22,88.97,40.37,2.96,128.75,12.69,90.34,6.22,174.42086406743942,Unhealthy
7747,Johannesburg,South Africa,2023-04-07,59.85,135.62,58.42,15.91,4.98,110.71,24.96,14.38,7.88,153.24604847207587,Unhealthy
7748,Paris,France,2023-06-10,42.7,37.07,18.37,30.02,2.57,137.43,0.05,85.93,3.1,118.72864321608041,Poor
7749,Tokyo,Japan,2023-09-25,23.89,42.55,56.29,26.94,5.85,41.72,25.41,49.87,11.03,75.79442060085837,Moderate
7750,Toronto,Canada,2023-09-21,78.95,49.75,30.75,12.98,3.57,96.0,13.5,44.04,17.77,163.10800842992623,Unhealthy
7751,Paris,France,2023-12-13,134.92,109.6,6.62,30.15,6.64,84.25,26.15,12.9,4.43,192.00716543730243,Unhealthy
7752,Los Angeles,USA,2023-10-25,123.84,149.92,87.91,7.35,7.98,28.92,12.28,68.17,16.22,186.28619599578505,Unhealthy
7753,Mexico City,Mexico,2023-12-14,136.63,24.88,30.84,25.62,7.25,35.6,33.83,25.06,10.01,192.8900948366702,Unhealthy
7754,Sydney,Australia,2023-11-07,22.24,26.76,57.08,13.48,4.38,114.41,-0.56,67.76,16.75,72.3244635193133,Moderate
7755,New York,USA,2023-09-11,26.18,138.62,38.38,6.5,8.02,192.56,10.58,99.4,6.27,92.38767676767677,Moderate
7756,Tokyo,Japan,2023-12-09,29.99,156.13,45.83,21.28,8.7,162.91,17.93,23.97,18.36,101.55929292929292,Poor
7757,Los Angeles,USA,2023-06-12,132.15,128.49,32.83,49.4,6.16,115.55,9.92,36.27,5.33,190.5769230769231,Unhealthy
7758,Moscow,Russia,2023-11-13,59.16,19.65,38.08,44.11,3.38,70.27,25.82,73.47,19.74,152.88977871443626,Unhealthy
7759,Rio de Janeiro,Brazil,2023-09-15,12.49,184.99,65.2,35.31,7.73,147.45,2.09,53.45,19.82,115.84353535353536,Poor
7760,Toronto,Canada,2023-05-02,68.34,65.44,88.93,29.55,3.1,135.22,26.02,54.8,19.75,157.62971548998945,Unhealthy
7761,Moscow,Russia,2023-08-10,86.95,190.81,74.08,32.14,2.7,16.02,26.25,41.19,14.99,167.2386722866175,Unhealthy
7762,Istanbul,Turkey,2023-07-06,94.16,60.54,76.0,18.25,6.33,56.84,25.38,68.86,8.81,170.96143308746048,Unhealthy
7763,Mexico City,Mexico,2023-05-05,67.79,146.21,51.08,13.63,7.67,12.78,7.59,92.31,7.98,157.34573234984194,Unhealthy
7764,Toronto,Canada,2023-02-13,96.43,132.99,81.77,33.23,7.21,113.91,26.67,19.62,14.21,172.13350895679662,Unhealthy
7765,Paris,France,2023-08-12,21.18,130.82,93.39,21.7,2.38,171.11,23.55,72.52,14.53,92.95891304347826,Moderate
7766,Toronto,Canada,2023-04-19,115.11,33.66,34.5,33.78,7.93,143.74,7.58,14.52,11.01,181.77860906217072,Unhealthy
7767,Dubai,UAE,2023-11-23,136.34,102.79,18.58,7.82,1.61,74.48,30.59,62.55,10.97,192.74035827186512,Unhealthy
7768,London,UK,2023-11-01,113.19,106.36,52.21,42.68,0.15,146.32,15.89,85.34,7.53,180.7872497365648,Unhealthy
7769,Rio de Janeiro,Brazil,2023-05-21,109.07,96.34,12.6,9.97,2.65,53.19,-5.19,51.98,3.38,178.6599578503688,Unhealthy
7770,Sydney,Australia,2023-09-27,129.58,141.1,11.46,23.69,4.94,23.52,14.8,34.71,13.67,189.249947312961,Unhealthy
7771,Bangkok,Thailand,2023-08-02,129.9,181.67,47.17,26.08,3.11,143.7,13.49,44.76,19.16,189.41517386722867,Unhealthy
7772,Istanbul,Turkey,2023-01-19,34.51,80.84,71.68,10.34,8.57,159.63,0.1,11.73,9.36,98.12832618025752,Moderate
7773,Johannesburg,South Africa,2023-02-04,37.26,175.11,34.68,38.86,1.69,187.15,23.56,39.09,5.75,110.95343434343435,Poor
7774,Moscow,Russia,2023-07-20,142.79,54.98,78.97,22.86,4.76,115.48,-1.72,78.8,15.21,196.07070600632244,Unhealthy
7775,Istanbul,Turkey,2023-08-22,58.48,10.67,30.73,15.91,4.2,193.87,33.73,28.74,3.53,152.5386722866175,Unhealthy
7776,New York,USA,2023-02-10,84.74,23.8,9.11,49.7,8.4,187.13,11.87,36.91,9.91,166.09757639620653,Unhealthy
7777,Beijing,China,2023-12-04,110.2,165.38,51.62,21.3,6.76,17.57,24.1,64.45,18.86,179.24341412012646,Unhealthy
7778,Toronto,Canada,2023-05-08,40.15,72.93,75.28,7.41,0.61,91.14,37.59,65.53,4.08,112.44974874371859,Poor
7779,Rio de Janeiro,Brazil,2023-10-28,103.26,93.34,8.36,17.72,3.68,45.42,37.3,82.9,1.75,175.6600632244468,Unhealthy
7780,Cairo,Egypt,2023-10-20,135.05,174.11,94.65,13.34,7.87,116.29,10.98,89.2,5.25,192.07428872497366,Unhealthy
7781,Istanbul,Turkey,2023-11-14,89.99,57.91,71.48,27.39,6.49,123.26,16.88,98.01,2.02,168.80832455216017,Unhealthy
7782,Seoul,South Korea,2023-09-21,124.91,129.46,38.13,9.55,1.81,108.21,5.33,86.83,10.02,186.8386722866175,Unhealthy
7783,Seoul,South Korea,2023-02-11,127.72,17.72,96.83,4.63,4.12,86.86,-3.0,61.48,9.01,188.2895679662803,Unhealthy
7784,Mexico City,Mexico,2023-06-24,131.58,33.95,35.01,9.99,3.1,36.99,12.2,86.23,10.3,190.28261327713383,Unhealthy
7785,Istanbul,Turkey,2023-03-11,129.45,84.36,16.05,30.59,9.82,155.84,2.03,93.94,5.02,189.1828240252898,Unhealthy
7786,Seoul,South Korea,2023-03-01,7.36,164.91,12.17,33.82,3.5,21.84,17.49,73.06,5.31,105.90494949494949,Poor
7787,Mumbai,India,2023-04-23,53.14,57.14,15.05,10.62,0.73,190.91,9.82,58.57,2.99,144.43517587939698,Poor
7788,Seoul,South Korea,2023-12-19,93.2,162.11,99.39,7.11,6.95,86.99,13.33,39.71,17.06,170.46575342465752,Unhealthy
7789,Moscow,Russia,2023-03-11,147.92,130.07,37.36,49.32,9.76,198.12,4.06,28.93,1.45,198.7194942044257,Unhealthy
7790,Bangkok,Thailand,2023-12-15,104.05,17.23,81.2,16.38,1.23,183.79,15.05,53.17,18.14,176.06796628029505,Unhealthy
7791,Seoul,South Korea,2023-11-10,64.45,90.19,62.66,6.56,9.72,194.63,37.74,99.47,12.33,155.62118018967334,Unhealthy
7792,Johannesburg,South Africa,2023-09-01,58.21,113.36,95.23,6.27,3.41,17.93,-5.55,85.46,16.4,152.39926238145415,Unhealthy
7793,Rio de Janeiro,Brazil,2023-02-06,51.42,129.25,93.81,41.82,3.18,186.99,28.66,82.66,19.42,140.20000000000002,Poor
7794,Rio de Janeiro,Brazil,2023-04-16,101.23,95.38,54.86,34.22,0.92,96.97,31.01,47.07,10.42,174.61190727081137,Unhealthy
7795,Johannesburg,South Africa,2023-09-17,78.83,199.91,24.25,48.09,3.1,139.47,8.19,16.53,0.8,163.04604847207588,Unhealthy
7796,Moscow,Russia,2023-02-17,80.92,165.72,27.16,13.58,7.45,43.36,19.81,96.99,17.48,164.12518440463646,Unhealthy
7797,Beijing,China,2023-06-24,110.41,113.79,18.41,9.52,9.05,78.58,27.71,65.17,12.68,179.3518440463646,Unhealthy
7798,Paris,France,2023-06-15,125.48,21.43,64.77,40.15,5.28,33.65,9.83,59.06,5.15,187.13298208640674,Unhealthy
7799,Mexico City,Mexico,2023-06-19,137.3,55.76,13.44,16.69,6.28,166.25,30.88,96.14,9.95,193.23603793466808,Unhealthy
7800,Beijing,China,2023-11-06,101.59,41.27,45.6,19.84,4.02,88.82,7.32,36.5,6.36,174.7977871443625,Unhealthy
7801,New York,USA,2023-09-09,130.02,89.95,41.18,25.04,9.92,160.77,8.12,77.03,7.84,189.47713382507902,Unhealthy
7802,Mumbai,India,2023-05-18,58.3,39.43,44.34,6.77,4.87,132.14,15.68,12.53,14.86,152.44573234984193,Unhealthy
7803,Mumbai,India,2023-12-28,39.52,95.26,21.73,43.75,5.97,82.25,34.3,59.08,12.03,110.89849246231157,Poor
7804,Bangkok,Thailand,2023-06-27,146.58,114.0,46.17,13.69,0.6,147.66,17.29,29.48,3.93,198.02760800842992,Unhealthy
7805,Los Angeles,USA,2023-06-23,24.67,107.36,85.56,25.73,8.76,117.17,29.6,46.64,7.16,93.6,Moderate
7806,Toronto,Canada,2023-12-07,115.4,167.96,41.79,24.09,2.48,66.04,-8.1,73.01,19.37,181.92834562697578,Unhealthy
7807,Mexico City,Mexico,2023-08-22,67.44,59.66,17.33,11.87,8.27,173.02,33.66,21.34,7.66,157.16501580611168,Unhealthy
7808,Los Angeles,USA,2023-02-10,114.85,128.79,64.48,13.5,4.18,135.62,14.97,17.35,13.93,181.64436248682824,Unhealthy
7809,Los Angeles,USA,2023-05-07,91.12,109.74,33.33,27.03,9.19,54.75,-6.19,70.48,19.61,169.39178082191782,Unhealthy
7810,New York,USA,2023-02-25,96.19,112.69,34.98,27.87,6.67,118.7,1.14,88.47,17.88,172.0095890410959,Unhealthy
7811,Beijing,China,2023-07-22,9.46,122.43,92.52,15.93,0.73,151.01,12.25,90.4,2.06,92.03217391304348,Moderate
7812,Rio de Janeiro,Brazil,2023-02-16,71.46,138.13,84.29,45.09,5.55,192.21,39.17,37.59,19.69,159.24067439409905,Unhealthy
7813,Cairo,Egypt,2023-04-20,114.33,11.58,97.26,16.48,0.87,32.47,6.43,35.14,12.42,181.3758693361433,Unhealthy
7814,Istanbul,Turkey,2023-04-26,56.99,70.01,89.26,30.72,3.68,158.88,31.97,14.23,15.46,151.76933614330875,Unhealthy
7815,Johannesburg,South Africa,2023-07-01,70.5,49.92,12.49,34.33,5.53,116.19,10.67,87.8,13.03,158.7449947312961,Unhealthy
7816,Madrid,Spain,2023-09-10,55.54,102.62,16.99,31.87,9.05,120.83,-0.43,32.13,9.36,151.02065331928347,Unhealthy
7817,Paris,France,2023-10-03,6.23,78.1,19.48,48.76,7.01,32.51,3.72,11.56,0.98,76.1,Moderate
7818,Seoul,South Korea,2023-01-11,78.9,115.57,77.99,27.53,0.11,115.71,0.59,43.71,16.45,163.08219178082192,Unhealthy
7819,Sydney,Australia,2023-01-02,73.09,52.77,10.63,8.07,0.38,97.42,-9.19,10.67,1.96,160.0822971548999,Unhealthy
7820,Sydney,Australia,2023-01-16,131.69,98.66,28.51,9.23,3.19,163.84,28.81,68.91,9.43,190.33940990516334,Unhealthy
7821,Dubai,UAE,2023-06-04,69.22,13.09,17.15,9.64,0.38,95.64,25.66,62.48,13.2,158.0840885142255,Unhealthy
7822,Tokyo,Japan,2023-06-21,96.73,35.06,99.56,38.26,1.8,148.94,37.97,77.65,13.35,172.28840885142256,Unhealthy
7823,Los Angeles,USA,2023-10-21,136.0,144.99,72.66,45.6,6.97,98.19,12.4,87.75,6.47,192.56480505795574,Unhealthy
7824,London,UK,2023-03-15,118.88,157.59,36.04,15.39,1.01,20.29,-2.97,75.3,5.94,183.72518440463645,Unhealthy
7825,Berlin,Germany,2023-02-21,60.58,68.41,44.49,8.96,2.93,108.06,17.43,91.19,14.89,153.62297154899895,Unhealthy
7826,Los Angeles,USA,2023-04-27,72.63,199.4,21.32,23.6,6.61,53.91,9.68,92.06,19.02,159.84478398314013,Unhealthy
7827,Berlin,Germany,2023-08-09,37.42,87.58,68.29,41.85,3.39,163.44,10.64,78.79,18.79,105.72763819095478,Poor
7828,Madrid,Spain,2023-04-06,143.93,132.06,92.21,3.04,6.59,45.73,-2.48,25.33,3.2,196.65932560590096,Unhealthy
7829,Seoul,South Korea,2023-11-09,144.18,153.24,48.04,23.85,2.5,117.53,16.96,98.26,13.0,196.78840885142256,Unhealthy
7830,Istanbul,Turkey,2023-03-19,72.83,182.4,91.88,42.0,1.67,176.49,4.87,67.38,7.67,159.94805057955742,Unhealthy
7831,New York,USA,2023-02-14,19.02,117.13,81.7,38.14,9.03,144.36,33.15,20.4,15.93,96.3,Moderate
7832,Seoul,South Korea,2023-04-25,80.6,149.67,78.24,23.21,3.63,74.64,3.4,50.9,1.64,163.9599578503688,Unhealthy
7833,Los Angeles,USA,2023-12-20,143.62,188.94,41.1,2.13,3.77,154.08,26.64,43.81,14.08,196.49926238145417,Unhealthy
7834,Bangkok,Thailand,2023-07-06,20.63,69.76,89.21,31.28,6.23,143.09,-4.05,46.49,18.93,88.50630434782607,Moderate
7835,Cairo,Egypt,2023-03-19,95.24,112.64,34.17,5.48,6.7,121.23,21.6,15.6,16.76,171.5190727081138,Unhealthy
7836,Tokyo,Japan,2023-05-01,68.45,71.28,79.82,9.15,3.24,117.67,31.58,99.67,15.2,157.68651211801898,Unhealthy
7837,Madrid,Spain,2023-11-14,39.64,27.76,14.74,38.05,6.7,195.96,11.03,95.47,5.21,111.19396984924623,Poor
7838,Beijing,China,2023-05-22,31.44,55.8,69.49,3.55,5.62,14.78,22.3,80.32,19.81,91.67210300429186,Moderate
7839,Berlin,Germany,2023-03-17,7.49,170.04,74.61,42.1,5.7,193.31,18.62,56.85,6.73,108.44404040404041,Poor
